
Source: National Energy Board - Canada's Oil Sands: A Supply and Market Outlook to 2015 
Oil Sands In-Situ
Units: Thousand cubic metres per day 
---
$22 Sensitivity
---
Year, Value
2011.8857142857144,46.145408163265614
2011.4142857142858,46.5415451895046
2009.9142857142858,47.319606413994435
2009.0714285714287,47.29810495626846
2007.6,48.07689504373195
2006.1571428571428,48.44825072886318
2004.7285714285715,49.228134110787344
2003.857142857143,50.02223032069986
2003.0714285714287,50.818513119533655
2002.7,51.21720116618087
2002.2428571428572,51.613702623906796
2003.5285714285715,50.42201166180774
2004.2571428571428,49.21610787172024
2002.0285714285715,51.20007288629748
2001.7428571428572,51.19278425655987
2001.5,50.77842565597679
2001.1714285714286,50.770043731778514
2000.8285714285714,48.31231778425666
2000.5,47.079446064140036
2000.1285714285714,45.02915451895052
1999.6142857142856,43.38338192419832
1999.1714285714286,42.555758017492785
1998.642857142857,42.950437317784306
1998.3285714285714,44.983236151603556
1997.9714285714285,44.565962099125414
1997.6285714285714,42.51639941690967
1997.1571428571428,38.83090379008749
1996.8285714285714,35.96537900874639
1996.442857142857,31.46574344023324
1996.2,28.602405247813408
1995.9571428571428,26.147230320699716
1995.7285714285715,26.14139941690962
1995.4142857142858,25.31705539358601
1995.1285714285714,24.901603498542276
2005.557142857143,49.24927113702639
2006.9285714285713,47.6516034985425
2008.3142857142857,46.87062682215762
2009.4285714285713,46.89905247813431
2010.5285714285715,46.92711370262415
2010.9857142857143,46.938775510204344
2012.2857142857142,45.339285714285936
---
$18 Base Case
---
1995.2,23.67893586005831
1995.6142857142856,24.913994169096213
1996,27.780976676384846
1996.4,31.464650145772623
1996.7571428571428,34.73906705539362
1997.1285714285714,38.42201166180759
1997.5857142857142,42.51530612244902
1997.9857142857143,44.158163265306165
1998.4714285714285,43.35422740524787
1998.8714285714286,41.73177842565604
1999.2142857142858,42.965014577259545
1999.642857142857,44.200437317784335
1999.9571428571428,44.61661807580182
2000.2857142857142,46.25765306122459
2000.7285714285715,48.7179300291546
2001.0428571428572,49.95043731778436
2001.3714285714286,49.95881924198261
2001.7571428571428,51.60131195335287
2002.1,53.650874635568634
2002.5142857142857,56.11042274052488
2002.9857142857143,58.97959183673481
2003.357142857143,62.254373177842695
2003.6857142857143,65.11989795918382
2004.1857142857143,69.62244897959201
2004.6714285714286,72.08381924198267
2005.1285714285714,73.7281341107873
2005.6142857142856,76.59766763848411
2006.1,77.01822157434418
2006.642857142857,79.8892128279885
2007.1142857142856,80.71756559766784
2007.5,81.54373177842587
2007.9571428571428,82.37172011661825
2008.4571428571428,84.83345481049588
2008.942857142857,86.0703352769682
2009.5,87.71720116618104
2009.8142857142857,88.54154518950456
2009.2,86.89322157434421
2011.2428571428572,92.65962099125389
2011.6142857142856,93.89358600583114
2011.9,94.71720116618106
2012.1142857142856,95.13083090379035
2012.3857142857144,96.36224489795941
2012.7,97.59475218658918
2012.9571428571428,98.00947521865919
2013.2142857142858,99.24052478134132
2013.4857142857143,99.24744897959212
2010.9714285714285,92.24453352769709
2010.7142857142858,91.42164723032093
2010.3857142857144,90.1887755102043
2010.1,89.7733236151606
2009.9714285714285,88.95371720116643
2006.442857142857,78.25145772594773
2013.7714285714285,99.6629008746359
2014.0428571428572,100.48615160349881
2014.4,102.12791545189535
2014.6857142857143,102.95153061224516
2000.5285714285715,46.67201166180767
1999.442857142857,43.37900874635575
1998.2428571428572,43.75655976676389
1997.7857142857142,42.92857142857148
---
Oil Sands Mining
$22 Sensitivity
---
1995.213039678798,42.843251781536885
1995.4546259898677,41.227751434689
1995.7533896498187,42.046132270667485
1996.0947240081803,42.05478094528813
1996.3365025120195,42.06090708981109
1996.7205517133684,42.476043471602026
1996.5356142210637,42.06595215000646
1996.976600530332,42.88793660041022
1997.2326973954878,43.70523635206112
1997.503016525575,44.52289646515455
1997.7874618242097,44.5301036940051
1998.0009879909549,46.15713560701385
1998.3282922771539,47.78705041156282
1998.6556446115453,49.822371838954474
1998.826455935303,51.042916044792946
1999.1394418601858,51.86165724221396
1999.4524758332607,53.08580506247769
1999.680128168553,53.90238409124352
1999.9078285520377,55.12436974285209
2000.1355769837146,56.75176201730336
2000.4628812699136,58.38167682185234
2000.6763593884666,59.603302112018355
2000.9469668077081,62.85340196216807
2001.2886375034159,65.69989699668768
2001.6589449217565,70.16873924546323
2001.9296003891905,73.82424571845561
2002.157589061829,77.47867110712048
2002.4709593722503,81.54066528728315
2002.7131222616283,84.79004441454782
2002.9127625007884,89.254562326013
2003.1692437514828,93.31511506040559
2003.5399836035544,101.43261691476556
2003.468632037934,99.40378199333935
2003.7252093850132,104.27514797341735
2003.9105312628567,107.92849227775463
2003.3688359424502,97.37422634902813
2004.053186345905,111.58075549776429
2004.3240340061081,116.85788846212752
2004.5095000285287,121.72745263499291
2004.7374887011672,125.38187802365778
2004.9512551088742,129.03594305088006
2005.2218144799233,131.880636278187
2005.5206742362589,133.50983035985092
2005.7769152459916,135.54334998002997
2006.0759671950966,138.79417055306476
2006.346670710723,142.85508364889986
2006.5461187571134,145.6979750689942
2006.788233598299,148.54194757341614
2006.9733632833731,150.57366538638254
2007.2298445340678,154.6342181207752
2007.3723074243467,156.66485484941404
2007.614518361917,160.3196405995214
2007.8426031309402,164.78487923387166
2008.0136066474674,167.62704993108093
2008.2128625010887,168.8483148598044
2008.5402628836723,171.28904291003877
2008.8961077961196,173.73049168315828
2009.166426926207,174.5481517962516
2009.536205814432,174.55752119375737
2009.8064288481346,174.56436806116534
2010.2189706275394,175.38563178868412
2010.5461307691614,175.7993267247049
2010.830576067796,175.80653395355543
2011.143465896294,175.81446190529098
2011.3995627614497,176.63176165694193
2011.6840561082765,177.04437550863523
2012.0396127315698,177.05338454469833
2012.3098357652725,177.06023141210642
2012.5516623173044,177.4717641794721
2012.8788224589264,177.88545911549284
2013.2486493953436,178.3002351358413
2013.5331427421704,178.71284898753453
2013.7606989810781,178.71861477061495
2014.0736368577684,179.1319493451933
2014.4861305889808,179.5478064498693
2014.8275610437267,180.36726837017537
---
$14 Sensitivity
---
2004.1999709748811,105.3362680953476
2004.2853048242166,105.33844497925922
2004.370638673552,105.34062186317085
2004.4559725228876,105.34279874708247
2004.541306372223,105.34497563099406
2004.6266402215583,105.34715251490572
2004.7119740708938,105.3493293988173
2004.7973079202293,105.35150628272892
2004.8826417695648,105.35368316664054
2004.9679756189003,105.3558600505522
2005.0533094682357,105.3580369344638
2005.138643317571,105.3602138183754
2005.2239771669065,105.36239070228703
2005.309311016242,105.36456758619869
2005.3946448655774,105.36674447011023
2005.479978714913,105.36892135402191
2005.5653125642484,105.3710982379335
2005.6506464135837,105.37327512184511
2005.7359802629192,105.37545200575677
2005.8213141122546,105.37762888966836
2005.9066479615901,105.37980577358002
2005.9919818109256,105.3819826574916
2006.077315660261,105.38415954140325
2006.1626495095963,105.38633642531485
2006.2479833589318,105.38851330922645
2006.3333172082673,105.3906901931381
2006.4186510576028,105.3928670770497
2006.5039849069383,105.3950439609613
2006.5893187562738,105.39722084487293
2006.674652605609,105.39939772878455
2006.7599864549445,105.40157461269618
2006.84532030428,105.40375149660782
2006.9306541536155,105.40592838051941
2007.015988002951,105.408105264431
2007.1013218522864,105.41028214834262
2007.1866879517538,105.54851427673047
2007.2507044638214,105.6181745619022
2007.3575410886838,106.33518570029159
2007.4428507504203,106.23532115084608
2007.5281845997556,106.23749803475766
2007.6135426366902,106.34171635202642
2007.6989006736246,106.44593466929518
2007.784242585493,106.48212536432585
2007.8696167474936,106.65437130383266
2007.9549505968291,106.65654818774422
2008.0402844461644,106.65872507165585
2008.1256182954999,106.66090195556751
2008.2109521448353,106.66307883947914
2008.2962859941708,106.66525572339073
2008.3816198435063,106.66743260730239
2008.4669859429737,106.80566473569013
2008.595172155236,107.59124771729549
2008.6804818169724,107.49138316784993
2008.7658156663078,107.4935600517616
2008.8511575781763,107.5297507467922
2008.9365317401769,107.7019966862991
2009.0218655895123,107.70417357021068
2009.1072075013808,107.74036426524138
2009.1925816633811,107.91261020474819
2009.2779155127166,107.91478708865979
2009.363249362052,107.91696397257135
2009.4485832113876,107.91914085648301
2009.533917060723,107.92131774039461
2009.6192509100583,107.92349462430623
2009.70460088446,107.99369913045592
2009.7972071385668,108.67633364374099
2009.875445958857,108.74635674289807
2009.9607798081922,108.7485336268097
2010.0461136575277,108.75071051072133
2010.1314555693962,108.7869012057519
2010.2168297313967,108.95914714525883
2010.3021635807322,108.96132402917033
2010.3875377427325,109.1335699686772
2010.472879654601,109.16976066370782
2010.5582135039365,109.17193754761949
2010.643547353272,109.17411443153105
2010.7288812026075,109.17629131544273
2010.8071135728712,109.21910336570461
2010.913980835359,110.06536698634628
2010.9992985596284,109.99951624801979
2011.084632408964,110.00169313193145
2011.1699662582994,110.00387001584306
2011.2553001076349,110.0060468997547
2011.3406500820363,110.0762514059043
2011.4260161815037,110.21448353429209
2011.5113500308391,110.21666041820376
2011.5967241928397,110.38890635771051
2011.6820661047082,110.42509705274121
2011.7673999540436,110.42727393665278
2011.8527338033791,110.4294508205644
2011.9380676527144,110.43162770447611
2012.0234015020499,110.43380458838769
2012.1159916310908,111.04841147943465
2012.194262701513,111.25448982306784
2012.2795965508483,111.25666670697953
2012.3649304001838,111.25884359089109
2012.4502642495193,111.26102047480273
2012.5355980988547,111.26319735871436
2012.6209400107232,111.299388053745
2012.7063141727238,111.47163399325183
2012.791648022059,111.47381087716347
2012.8770060589936,111.5780291944322
2012.962364095928,111.68224751170096
2013.0476979452635,111.68442439561258
2013.133031794599,111.68660127952421
2013.2183656439342,111.68877816343583
2013.2965593140398,111.56832392032621
2013.403433026554,112.44179858986317
2013.4887830009554,112.51200309601283
2013.574116850291,112.51417997992445
2013.6594506996264,112.51635686383604
2013.7447845489617,112.51853374774774
2013.8301183982971,112.52071063165931
2013.9154522476326,112.52288751557099
2014.0008183471002,112.66111964395866
2014.0861683215016,112.73132415010845
2014.171526358436,112.83554246737711
2014.2568843953704,112.9397607846459
2014.342218244706,112.94193766855751
2014.4275279064423,112.84207311911197
2014.5557302437708,113.69568372295547
2014.6410802181722,113.76588822910513
2014.7264140675077,113.76806511301676
2014.811747916843,113.7702419969284
2014.8970898287114,113.80643269195905
2003.9935056296636,104.31059295899
2003.7795905039486,101.85615634864014
2003.4945638371207,99.39990566836393
2003.2802617098214,95.31280612430017
2003.0801818907446,91.22606939422168
2002.7946714719365,86.72899004680305
2002.5946884032558,83.05041905015304
2002.3376226008925,78.55406533070499
2002.1237074751775,76.09962872035513
2001.852612865384,72.41924365377875
2001.6386009892728,69.55664131000043
2001.3248394548116,65.87516780146825
2001.0824797126513,63.42000556314781
2000.6692587710281,60.14415809014723
2000.0709543217192,56.04726256848117
1999.7434542310157,54.4062549131061
1999.4160508907084,53.17341299115948
1998.8181334429837,50.709180403207306
1998.29113403558,47.43043041832456
1997.8780098443528,44.56274867875243
1997.5509935056298,44.9625696905197
1997.2235901653223,43.72972776857307
1996.853519900347,42.49579740467065
1996.511991002213,41.67075840216722
1996.113863122377,42.068765344008135
1995.7725277250354,42.06005780836166
1995.516526177029,42.05352715662681
1995.189703339098,43.26967963525101
---
$18 Base Case
---
1995.154028436019,43.152585678821296
1995.239336492891,42.91372473159882
1995.3303317535544,43.39816874617146
1995.409952606635,43.50743140858239
1995.3744075829384,42.48379920688655
1995.495260663507,43.147822162040185
1995.5805687203792,43.21678434406939
1995.6666666666667,42.87311975869866
1995.7511848341233,42.89212367411419
1995.8358466178372,42.80394622303896
1995.9187542315503,42.00839171145776
1996.0071090047393,42.4595544378889
1996.0873392010833,42.198609978859515
1996.1777251184835,42.82196859786569
1996.260663507109,42.33742786214014
1996.6093432633718,43.06228381670881
1996.7799593771158,43.1360682390763
1996.8601895734598,42.92468646226265
1996.954383886256,43.23935261308318
1997.0338524035205,43.159097085008725
1997.1263823064771,43.504386483398
1997.2049763033176,43.61922494116133
1997.2938388625591,44.46912177193154
1997.37345971564,44.46103749556697
1997.4626777251185,44.484435954476595
1997.5426540284361,44.7552954831222
1997.6334913112164,44.7295210870025
1997.7132701421801,45.28097494922143
1997.802132701422,45.73971531740662
1997.8881516587678,45.69139504142892
1997.9702098849018,45.751316098545075
1998.0545023696682,46.50240190863078
1998.1398104265402,46.7652416416804
1998.2251184834124,47.13012219105656
1998.30848772081,48.167368627761334
1998.3957345971564,48.23403294967279
1998.480252764613,49.23716384921538
1998.5856465809072,49.53891644674123
1998.6658767772512,49.41499822677891
1998.7511848341233,50.57919850404623
1998.839336492891,50.389915207789336
1998.9248476641842,51.523035754586246
1999.0063191153238,51.498031545424986
1999.0995260663508,51.979841699713106
1999.178740690589,52.59562728273442
1999.26836492891,52.709441596543876
1999.3483412322275,53.00751200954319
1999.4372037914693,53.41353128929302
1999.5189573459716,54.18625270013224
1999.6078199052133,54.01574136763715
1999.6895734597156,54.84798658800019
1999.777251184834,54.67453332043726
1999.857142857143,55.485148697258246
1999.949447077409,55.57450573699731
2000.0308056872038,56.44356320727347
2000.1178909952607,56.914047135441905
2000.2014218009479,57.47944675500535
2000.2902843601896,57.49601025244227
2000.3898104265402,58.576466131476366
2000.4644549763034,58.43017538769068
2000.5604265402844,59.48479865880009
2000.6279620853081,60.89908759712422
2000.7328199052133,60.64839442886167
2000.789691943128,62.03110391075866
2000.8747461069736,61.6124337344959
2000.954186413902,62.853847173413925
2001.058056872038,63.35646580907249
2001.2200406228842,65.98777628857917
2001.3104265402844,66.76371022342592
2001.4028436018957,67.62621214889334
2001.4881516587677,68.90568075571468
2001.5695820766912,69.13106302408949
2001.6587677725117,71.10369582272094
2001.7330173775672,71.90408127442669
2001.829383886256,73.24785601444378
2001.9083728278042,74.4143175964436
2002.0758293838862,76.10751093486377
2002.2239336492892,79.07445916755337
2002.3087339201084,79.70168432979156
2002.3886255924172,81.35130197418627
2002.4798578199052,82.23542734629405
2002.5565335138795,83.77663861753243
2002.5758293838862,86.04515265821976
2002.6398104265402,83.57136409066004
2002.6662153012865,85.5941672539023
2002.7446682464456,86.40230357545869
2002.8287068381856,87.79549463658186
2002.9184834123223,87.80072218460855
2002.9647935003386,90.22766317088795
2003.0485781990521,91.21558338975407
2003.1303317535544,93.18728439243003
2003.1872037914693,95.53938162942909
2003.2701421800948,96.97320824064232
2003.3628977657413,98.46785403396302
2003.4246445497631,100.52010187961453
2003.4502369668246,100.29113067027765
2003.5341232227488,101.48921559144998
2003.6161137440758,103.41275214667237
2003.6990521327014,105.13229304359986
2003.7811288237829,106.44482937509349
2003.8568720379146,107.98787761550126
1996.4976303317535,42.17751555598545
1996.3838862559242,42.16719863300772
2003.947867298578,109.7920495212304
2004.090047393365,113.07025179740155
2004.2890995260664,117.16993906567376
2004.516587677725,121.68036882999654
2004.7014218009479,125.77876648289656
2004.9004739336492,130.69478028178105
2005.1279620853081,132.75623045426718
2005.2985781990521,133.58803236934597
2005.5829383886255,135.24647773801476
2005.8815165876777,137.3143759873619
2006.0947867298578,139.7826998097819
2006.436018957346,141.44630363993952
2006.649289099526,143.09830093174725
2006.8909952606634,144.75287745429938
2007.2748815165876,146.42035013057367
2007.6161137440758,148.90028049134355
2007.9004739336492,148.92607279878794
2008.3554502369668,150.59999355192332
2008.7251184834124,151.44985008221312
2009.1090047393366,151.89283296256912
2009.5071090047393,152.33710545829723
2009.8341232227488,152.77492987716428
2010.2464454976302,153.22049198826465
2010.6587677725117,154.07421736467114
2011.170616113744,153.71248025276478
2011.6824644549763,155.79972273269516
2012.1658767772512,155.8435696553505
2012.6350710900474,155.88612696263363
2013.0331753554503,156.73856272366788
2013.303317535545,157.17122868104605
2013.7298578199052,157.6180804075187
2014.1421800947867,158.06364251861902
2014.5545023696682,158.10104136441336
2014.867298578199,158.53757616790818
2014.9241706161138,158.54273462939707


